epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,27800.8,1.38311,1.56859,2.54424,0.66068,0.58156,0.62978,0.3837,1.33888,1.46075,2.46524,0.0003961,0.0003961,0.0003961
63,28235,1.38524,1.55292,2.5285,0.66435,0.58143,0.63119,0.38474,1.33758,1.45774,2.46378,0.0003862,0.0003862,0.0003862
64,28669.8,1.37837,1.55204,2.53386,0.66691,0.58015,0.63244,0.38565,1.33683,1.45508,2.46254,0.0003763,0.0003763,0.0003763
65,29104.7,1.37459,1.5486,2.51973,0.66549,0.58175,0.63303,0.38641,1.3354,1.45208,2.46109,0.0003664,0.0003664,0.0003664
66,29537.5,1.37226,1.53117,2.52335,0.66383,0.58509,0.63432,0.3873,1.33427,1.44925,2.45958,0.0003565,0.0003565,0.0003565
67,29972.1,1.36733,1.53075,2.52085,0.66374,0.58476,0.6358,0.38833,1.33312,1.4457,2.45833,0.0003466,0.0003466,0.0003466
68,30406.6,1.37178,1.52788,2.5207,0.66455,0.58473,0.6367,0.38933,1.33257,1.44209,2.45694,0.0003367,0.0003367,0.0003367
69,30840.2,1.35971,1.52804,2.52177,0.66533,0.58561,0.63723,0.3901,1.33074,1.43906,2.45494,0.0003268,0.0003268,0.0003268
70,31273.5,1.36114,1.52202,2.50847,0.66575,0.58599,0.63837,0.39083,1.32946,1.4356,2.4532,0.0003169,0.0003169,0.0003169
71,31706.3,1.36237,1.52409,2.50328,0.66627,0.58892,0.63947,0.39197,1.32829,1.43257,2.45153,0.000307,0.000307,0.000307
72,32141.2,1.35364,1.50494,2.50236,0.66696,0.59047,0.64034,0.39289,1.32646,1.42853,2.44982,0.0002971,0.0002971,0.0002971
73,32574.9,1.34669,1.49796,2.4894,0.67111,0.58915,0.64126,0.39411,1.32534,1.42475,2.44785,0.0002872,0.0002872,0.0002872
74,33008.3,1.35147,1.49674,2.4939,0.66854,0.59142,0.64251,0.39501,1.32417,1.42129,2.44592,0.0002773,0.0002773,0.0002773
75,33442.2,1.34893,1.50049,2.50364,0.67119,0.59055,0.6437,0.39622,1.32305,1.41817,2.44461,0.0002674,0.0002674,0.0002674
76,33876.5,1.33919,1.48037,2.49517,0.66986,0.5932,0.64514,0.39702,1.3223,1.41526,2.44318,0.0002575,0.0002575,0.0002575
77,34310.7,1.34199,1.48239,2.49794,0.67418,0.59177,0.64605,0.39812,1.32079,1.41155,2.44115,0.0002476,0.0002476,0.0002476
78,34744.5,1.33746,1.479,2.48607,0.67198,0.597,0.64736,0.39881,1.31936,1.40801,2.43931,0.0002377,0.0002377,0.0002377
79,35178.3,1.33505,1.46828,2.48604,0.67465,0.59609,0.64832,0.40002,1.31802,1.40448,2.43784,0.0002278,0.0002278,0.0002278
80,35618.8,1.33309,1.46281,2.47654,0.67373,0.59866,0.64962,0.4011,1.3169,1.40078,2.43626,0.0002179,0.0002179,0.0002179
81,36061.9,1.3284,1.4473,2.47407,0.67208,0.60027,0.65017,0.40235,1.31566,1.39742,2.43463,0.000208,0.000208,0.000208
82,36503.6,1.31833,1.43798,2.46416,0.67284,0.60192,0.6518,0.40359,1.31426,1.39398,2.43263,0.0001981,0.0001981,0.0001981
83,36945.5,1.32179,1.44271,2.4794,0.67618,0.60084,0.65261,0.40457,1.31294,1.39061,2.43107,0.0001882,0.0001882,0.0001882
84,37387.2,1.31878,1.43296,2.461,0.67551,0.60454,0.65399,0.40584,1.31141,1.38685,2.42916,0.0001783,0.0001783,0.0001783
85,37828,1.30931,1.42694,2.46237,0.68031,0.60273,0.65489,0.4069,1.31023,1.38322,2.42731,0.0001684,0.0001684,0.0001684
86,38270.3,1.30959,1.42426,2.46705,0.68398,0.60229,0.65591,0.40786,1.30829,1.37965,2.42554,0.0001585,0.0001585,0.0001585
87,38713.7,1.30869,1.42291,2.45993,0.68515,0.60197,0.65719,0.40927,1.30708,1.37655,2.42382,0.0001486,0.0001486,0.0001486
88,39158.1,1.30469,1.41011,2.45383,0.68608,0.60149,0.65791,0.41023,1.30521,1.37302,2.42226,0.0001387,0.0001387,0.0001387
89,39600.5,1.30126,1.40417,2.45042,0.68391,0.60439,0.65899,0.41117,1.30447,1.36912,2.42118,0.0001288,0.0001288,0.0001288
90,40043.8,1.29661,1.39077,2.44945,0.68626,0.6052,0.66042,0.41229,1.30298,1.36577,2.41957,0.0001189,0.0001189,0.0001189
91,40525.7,1.23924,1.2847,2.49774,0.6868,0.60669,0.66198,0.41377,1.30132,1.36222,2.41764,0.000109,0.000109,0.000109
92,40966.6,1.23437,1.26671,2.48631,0.68813,0.60593,0.66323,0.41492,1.29962,1.35802,2.41603,9.91e-05,9.91e-05,9.91e-05
93,41408.7,1.21951,1.247,2.48635,0.69077,0.60625,0.66477,0.41615,1.29825,1.35444,2.41426,8.92e-05,8.92e-05,8.92e-05
94,41849.9,1.22183,1.23964,2.48736,0.69327,0.60686,0.66611,0.41724,1.29655,1.35086,2.41222,7.93e-05,7.93e-05,7.93e-05
95,42289.3,1.21439,1.23311,2.47954,0.6955,0.60569,0.66707,0.4182,1.29538,1.34733,2.41061,6.94e-05,6.94e-05,6.94e-05
96,42729.1,1.20617,1.2183,2.4749,0.6966,0.60721,0.66813,0.41949,1.29425,1.34288,2.40879,5.95e-05,5.95e-05,5.95e-05
97,43168.5,1.20343,1.21484,2.45928,0.69531,0.60982,0.67042,0.42105,1.29273,1.33863,2.40698,4.96e-05,4.96e-05,4.96e-05
98,43612.7,1.19997,1.19249,2.45889,0.69649,0.6113,0.67123,0.42185,1.29124,1.33435,2.40466,3.97e-05,3.97e-05,3.97e-05
99,44044.5,1.19593,1.19443,2.44958,0.69881,0.60985,0.6723,0.42315,1.28962,1.33086,2.4026,2.98e-05,2.98e-05,2.98e-05
100,44468.3,1.1884,1.18843,2.44488,0.70021,0.61125,0.67342,0.42422,1.2884,1.32748,2.40111,1.99e-05,1.99e-05,1.99e-05
