epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,490.98,1.33426,1.42339,2.43207,0.53848,0.47716,0.47154,0.26395,1.48856,2.56626,2.62584,0.0667181,3.33152e-05,3.33152e-05
2,949.346,1.26378,1.30402,2.38394,0.69977,0.64492,0.69582,0.44234,1.27725,1.2864,2.3649,0.0334179,6.64636e-05,6.64636e-05
3,1382.19,1.22819,1.23711,2.36004,0.74168,0.66291,0.72453,0.47358,1.22403,1.1865,2.30695,0.000117513,9.9427e-05,9.9427e-05
4,1810.2,1.21167,1.21794,2.33558,0.73985,0.6711,0.73333,0.48108,1.22504,1.17314,2.30872,9.91675e-05,9.91675e-05,9.91675e-05
5,2236.85,1.21062,1.22088,2.34199,0.73235,0.66958,0.73009,0.47763,1.22847,1.19719,2.32448,9.889e-05,9.889e-05,9.889e-05
6,2665.11,1.20631,1.21321,2.34025,0.74066,0.6683,0.72919,0.47676,1.23036,1.19623,2.32264,9.86125e-05,9.86125e-05,9.86125e-05
7,3094.17,1.21575,1.2224,2.34098,0.74042,0.66255,0.727,0.47487,1.22455,1.1786,2.32043,9.8335e-05,9.8335e-05,9.8335e-05
8,3548.72,1.21289,1.21936,2.34109,0.73516,0.67007,0.73006,0.47605,1.22786,1.18462,2.31306,9.80575e-05,9.80575e-05,9.80575e-05
9,4021.4,1.20789,1.20937,2.34029,0.73231,0.67222,0.73032,0.48005,1.21981,1.18518,2.31185,9.778e-05,9.778e-05,9.778e-05
10,4454.64,1.20773,1.20836,2.34091,0.73419,0.66773,0.72975,0.47988,1.22405,1.18065,2.31224,9.75025e-05,9.75025e-05,9.75025e-05
11,4886.02,1.20567,1.20617,2.33388,0.75565,0.66262,0.73508,0.4824,1.2144,1.17809,2.30814,9.7225e-05,9.7225e-05,9.7225e-05
12,5316.95,1.20943,1.21729,2.33692,0.74194,0.67176,0.73669,0.48464,1.21154,1.15983,2.30518,9.69475e-05,9.69475e-05,9.69475e-05
13,5747.18,1.20466,1.2086,2.32638,0.73967,0.66875,0.73355,0.48311,1.21292,1.17456,2.30678,9.667e-05,9.667e-05,9.667e-05
