epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,15013.6,1.79546,1.91109,1.63336,0.54887,0.45885,0.46845,0.23136,1.77301,1.70366,1.58801,0.005446,0.005446,0.005446
48,15295.7,1.78815,1.89919,1.62416,0.55077,0.46249,0.47131,0.23318,1.77013,1.6994,1.58492,0.005347,0.005347,0.005347
49,15576.7,1.78547,1.88529,1.61733,0.5519,0.46173,0.47323,0.23437,1.76737,1.69512,1.5817,0.005248,0.005248,0.005248
50,15858,1.78431,1.8851,1.62026,0.55343,0.46398,0.47473,0.23558,1.76614,1.6921,1.58008,0.005149,0.005149,0.005149
51,16139.1,1.78052,1.88252,1.61994,0.55354,0.4652,0.47592,0.23605,1.76419,1.68862,1.57865,0.00505,0.00505,0.00505
52,16421.4,1.78064,1.86681,1.61155,0.55589,0.46589,0.47694,0.23672,1.76258,1.68461,1.57715,0.004951,0.004951,0.004951
53,16702.6,1.77532,1.86907,1.61768,0.55489,0.46867,0.47817,0.2373,1.76106,1.6819,1.57619,0.004852,0.004852,0.004852
54,16984,1.76977,1.86309,1.61078,0.55764,0.4675,0.48018,0.23858,1.75925,1.67909,1.57458,0.004753,0.004753,0.004753
55,17264.6,1.77,1.8546,1.6071,0.56002,0.4675,0.48109,0.23936,1.75854,1.6766,1.5732,0.004654,0.004654,0.004654
56,17546,1.75908,1.84566,1.59905,0.56125,0.46752,0.48213,0.24004,1.75751,1.67406,1.57197,0.004555,0.004555,0.004555
57,17827.3,1.75481,1.83852,1.6037,0.56264,0.46679,0.48256,0.24037,1.75636,1.67116,1.57086,0.004456,0.004456,0.004456
58,18113.1,1.75761,1.83225,1.59341,0.56163,0.46849,0.4832,0.24086,1.75576,1.66887,1.56995,0.004357,0.004357,0.004357
59,18393.8,1.75014,1.82447,1.59296,0.56369,0.46927,0.48408,0.24155,1.75436,1.66625,1.56859,0.004258,0.004258,0.004258
60,18674.7,1.74727,1.82209,1.58544,0.56718,0.46881,0.48508,0.24182,1.75367,1.66379,1.56801,0.004159,0.004159,0.004159
61,18955.6,1.74427,1.80528,1.58498,0.56432,0.46987,0.48578,0.24233,1.75276,1.66164,1.56718,0.00406,0.00406,0.00406
62,19236.5,1.738,1.79993,1.57937,0.56412,0.47045,0.48707,0.24294,1.75172,1.65875,1.56619,0.003961,0.003961,0.003961
63,19517.5,1.74436,1.8006,1.57771,0.56193,0.47332,0.48798,0.24368,1.75088,1.65625,1.56515,0.003862,0.003862,0.003862
64,19804.5,1.73832,1.80258,1.58115,0.56517,0.47237,0.48887,0.24405,1.75037,1.65406,1.56437,0.003763,0.003763,0.003763
65,20207.4,1.7321,1.7868,1.57624,0.56529,0.47174,0.48927,0.24442,1.74968,1.65199,1.56355,0.003664,0.003664,0.003664
66,20579.5,1.72711,1.77668,1.56833,0.5668,0.47209,0.49011,0.24495,1.74984,1.64997,1.56309,0.003565,0.003565,0.003565
67,20887,1.73411,1.78625,1.57041,0.56552,0.47434,0.49054,0.24538,1.74897,1.64811,1.562,0.003466,0.003466,0.003466
68,21308.8,1.72462,1.76819,1.56641,0.56745,0.47254,0.49119,0.24566,1.74833,1.6461,1.56117,0.003367,0.003367,0.003367
69,21653.8,1.72077,1.76745,1.56319,0.56647,0.47401,0.49153,0.24591,1.74775,1.6442,1.56056,0.003268,0.003268,0.003268
70,21935.3,1.71831,1.76111,1.56161,0.56966,0.47227,0.49198,0.2464,1.74689,1.64238,1.55975,0.003169,0.003169,0.003169
71,22217,1.71936,1.74943,1.55596,0.56952,0.47394,0.49298,0.24679,1.74645,1.6407,1.55911,0.00307,0.00307,0.00307
72,22499.1,1.71392,1.75017,1.55898,0.57051,0.47451,0.49357,0.24736,1.74614,1.63877,1.55841,0.002971,0.002971,0.002971
73,22780.1,1.70892,1.7439,1.55297,0.56931,0.4754,0.49371,0.24797,1.74546,1.63715,1.55763,0.002872,0.002872,0.002872
74,23061.6,1.70303,1.73391,1.54616,0.57131,0.47524,0.49405,0.24813,1.7448,1.63486,1.55683,0.002773,0.002773,0.002773
75,23343.6,1.69969,1.71566,1.54419,0.57486,0.47317,0.49491,0.24859,1.74424,1.63283,1.55598,0.002674,0.002674,0.002674
76,23625.5,1.69912,1.72078,1.546,0.57468,0.47392,0.49581,0.24922,1.74363,1.63104,1.55507,0.002575,0.002575,0.002575
77,23906.6,1.69083,1.71666,1.5407,0.57539,0.474,0.49643,0.24978,1.743,1.62898,1.55431,0.002476,0.002476,0.002476
78,24188.2,1.68966,1.704,1.53407,0.57756,0.47367,0.49747,0.25034,1.74205,1.62718,1.55359,0.002377,0.002377,0.002377
79,24469.8,1.69855,1.71012,1.53478,0.57839,0.47315,0.49779,0.25078,1.74135,1.62569,1.55273,0.002278,0.002278,0.002278
80,24753.6,1.68473,1.69054,1.52957,0.57909,0.47336,0.49841,0.25113,1.74103,1.62398,1.5522,0.002179,0.002179,0.002179
81,25035.3,1.68232,1.6871,1.52765,0.57821,0.47461,0.49932,0.25153,1.7403,1.62221,1.55136,0.00208,0.00208,0.00208
82,25318.3,1.68331,1.68792,1.52848,0.57956,0.47457,0.50017,0.25206,1.73928,1.62092,1.55013,0.001981,0.001981,0.001981
83,25600.8,1.67382,1.67701,1.5221,0.57882,0.47573,0.50049,0.25234,1.73845,1.61924,1.54939,0.001882,0.001882,0.001882
84,25881.9,1.67295,1.66623,1.52293,0.57856,0.47594,0.50133,0.25298,1.73785,1.61763,1.54845,0.001783,0.001783,0.001783
85,26163.2,1.66682,1.66018,1.51836,0.58152,0.47448,0.50196,0.25354,1.73768,1.61614,1.54788,0.001684,0.001684,0.001684
86,26444.9,1.66932,1.66056,1.51782,0.58361,0.47405,0.50286,0.25383,1.73741,1.61437,1.54744,0.001585,0.001585,0.001585
87,26726.7,1.6612,1.64692,1.50929,0.58514,0.47405,0.50325,0.25455,1.7368,1.61248,1.54663,0.001486,0.001486,0.001486
88,27008.6,1.65507,1.64877,1.5091,0.58701,0.47372,0.50423,0.25518,1.73636,1.61057,1.54585,0.001387,0.001387,0.001387
89,27289.6,1.65718,1.64782,1.51198,0.58782,0.47371,0.50494,0.25587,1.73613,1.60879,1.54525,0.001288,0.001288,0.001288
90,27570.9,1.65343,1.62962,1.50765,0.58935,0.47403,0.50572,0.25659,1.7355,1.60717,1.54447,0.001189,0.001189,0.001189
91,27898.8,1.64864,1.5569,1.53514,0.5855,0.47533,0.50584,0.25686,1.73516,1.60547,1.54335,0.00109,0.00109,0.00109
92,28181.1,1.63022,1.5289,1.52475,0.58632,0.47636,0.50705,0.25756,1.73482,1.60327,1.54278,0.000991,0.000991,0.000991
93,28464,1.62425,1.51025,1.51941,0.58555,0.47829,0.50778,0.25829,1.73449,1.60153,1.54201,0.000892,0.000892,0.000892
94,28744.1,1.6154,1.49954,1.51697,0.58822,0.47884,0.50882,0.25888,1.73409,1.59909,1.5413,0.000793,0.000793,0.000793
95,29024.7,1.61622,1.49199,1.51691,0.59106,0.47819,0.50969,0.25934,1.73352,1.59701,1.54053,0.000694,0.000694,0.000694
96,29304.9,1.61179,1.48247,1.5118,0.58942,0.47921,0.51032,0.25982,1.73341,1.59504,1.54,0.000595,0.000595,0.000595
97,29587.5,1.60393,1.4764,1.50594,0.59289,0.47834,0.51102,0.26044,1.73302,1.59299,1.5394,0.000496,0.000496,0.000496
98,29867.7,1.59938,1.45923,1.50281,0.5885,0.48176,0.51201,0.26078,1.73289,1.59121,1.53882,0.000397,0.000397,0.000397
99,30149.4,1.59454,1.45734,1.49979,0.5912,0.48052,0.51231,0.2612,1.73255,1.58935,1.53816,0.000298,0.000298,0.000298
100,30430.3,1.5809,1.45026,1.49533,0.59169,0.48065,0.51287,0.26185,1.7323,1.58716,1.53759,0.000199,0.000199,0.000199
