epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,272.412,2.12255,3.63265,1.81168,0.30381,0.23816,0.17504,0.06894,2.16176,2.93476,1.72949,0.00333071,0.00333071,0.00333071
2,525.868,2.04715,2.79642,1.72758,0.28775,0.23791,0.1664,0.06285,2.19661,2.65641,1.80008,0.00653209,0.00653209,0.00653209
3,774.556,2.12519,2.64416,1.80136,0.22524,0.16806,0.10593,0.04184,2.42305,3.21071,2.04698,0.00960148,0.00960148,0.00960148
4,1022.65,2.12961,2.61868,1.84406,0.30746,0.27629,0.20781,0.08026,2.1548,2.44173,1.84112,0.009406,0.009406,0.009406
5,1280.61,2.05445,2.46385,1.79007,0.34346,0.3032,0.24809,0.10207,2.09746,2.28518,1.79525,0.009208,0.009208,0.009208
6,1540.94,2.01312,2.37378,1.74805,0.39329,0.32235,0.29104,0.12192,2.05694,2.20371,1.74173,0.00901,0.00901,0.00901
7,1801.11,1.97093,2.3117,1.72273,0.3863,0.34054,0.29752,0.12685,1.98354,2.11275,1.68553,0.008812,0.008812,0.008812
8,2061.02,1.94418,2.24005,1.69526,0.42663,0.36949,0.33762,0.14556,1.97648,2.05401,1.69203,0.008614,0.008614,0.008614
9,2321.41,1.92274,2.21515,1.68149,0.42802,0.3691,0.34471,0.15444,1.92202,2.01172,1.62998,0.008416,0.008416,0.008416
10,2581.88,1.90241,2.16878,1.66128,0.46071,0.38669,0.37554,0.16949,1.91207,1.94309,1.63402,0.008218,0.008218,0.008218
11,2841.66,1.89252,2.13805,1.64823,0.4602,0.39134,0.38006,0.17028,1.91401,1.94442,1.61906,0.00802,0.00802,0.00802
12,3102.31,1.86877,2.10583,1.6418,0.48561,0.39902,0.39504,0.17522,1.89664,1.91063,1.59982,0.007822,0.007822,0.007822
13,3362.13,1.8602,2.08357,1.62357,0.49197,0.41081,0.40468,0.18237,1.88048,1.87832,1.59911,0.007624,0.007624,0.007624
14,3622.73,1.84286,2.04958,1.61339,0.47634,0.42122,0.40891,0.19016,1.84845,1.85467,1.57203,0.007426,0.007426,0.007426
15,3883.71,1.83396,2.04045,1.6038,0.52905,0.42448,0.43948,0.20345,1.84841,1.80558,1.56736,0.007228,0.007228,0.007228
16,4159.79,1.82456,2.01071,1.59178,0.53265,0.43465,0.447,0.20863,1.83589,1.78462,1.55135,0.00703,0.00703,0.00703
17,4423.64,1.81579,1.99402,1.59388,0.53388,0.43401,0.45031,0.21266,1.81415,1.77767,1.55292,0.006832,0.006832,0.006832
18,4687.19,1.80804,1.96742,1.58182,0.53895,0.45443,0.46538,0.22139,1.80178,1.75723,1.53873,0.006634,0.006634,0.006634
19,4946.11,1.79479,1.95471,1.56553,0.5551,0.44941,0.46746,0.22322,1.79512,1.73891,1.52668,0.006436,0.006436,0.006436
20,5196.45,1.79098,1.93283,1.56584,0.54827,0.45547,0.47833,0.2312,1.78154,1.71269,1.52756,0.006238,0.006238,0.006238
21,5444.68,1.78095,1.91938,1.55887,0.5659,0.44748,0.48054,0.23057,1.78655,1.70959,1.52598,0.00604,0.00604,0.00604
22,5724.41,1.77769,1.91149,1.55911,0.55326,0.46737,0.48399,0.23333,1.77253,1.69348,1.51531,0.005842,0.005842,0.005842
23,6006.54,1.76519,1.88977,1.54578,0.56148,0.46448,0.4928,0.23866,1.7661,1.68012,1.50176,0.005644,0.005644,0.005644
24,6254.78,1.75709,1.87102,1.54221,0.56528,0.47201,0.49728,0.24343,1.75693,1.67551,1.50599,0.005446,0.005446,0.005446
25,6503.03,1.74727,1.86062,1.5374,0.57027,0.4717,0.50114,0.24587,1.75601,1.65542,1.50134,0.005248,0.005248,0.005248
26,6750.56,1.74589,1.85116,1.52882,0.57414,0.47554,0.50603,0.24991,1.75511,1.64468,1.4909,0.00505,0.00505,0.00505
27,6998.96,1.74353,1.84289,1.52163,0.58674,0.47642,0.5098,0.25157,1.74057,1.63706,1.48255,0.004852,0.004852,0.004852
28,7247.43,1.73374,1.83379,1.51886,0.57737,0.489,0.51542,0.25539,1.74343,1.6242,1.47579,0.004654,0.004654,0.004654
29,7495.95,1.72595,1.80989,1.51056,0.58373,0.48601,0.5163,0.25722,1.73722,1.61304,1.47244,0.004456,0.004456,0.004456
30,7754.58,1.72203,1.80454,1.50763,0.58685,0.48532,0.52136,0.25932,1.73289,1.60093,1.47323,0.004258,0.004258,0.004258
31,8015.22,1.71021,1.79085,1.50119,0.5904,0.49128,0.52561,0.26231,1.72796,1.59511,1.46999,0.00406,0.00406,0.00406
32,8274.78,1.70792,1.77341,1.49413,0.59914,0.48846,0.52858,0.26402,1.72759,1.59043,1.46839,0.003862,0.003862,0.003862
33,8534.51,1.71044,1.76605,1.49438,0.59872,0.49481,0.53343,0.26744,1.72431,1.58024,1.46377,0.003664,0.003664,0.003664
34,8794.57,1.69884,1.74556,1.48503,0.60414,0.49485,0.53757,0.27009,1.72455,1.56709,1.46087,0.003466,0.003466,0.003466
35,9055.2,1.69383,1.73824,1.48125,0.61412,0.49679,0.53946,0.27156,1.72077,1.56598,1.45992,0.003268,0.003268,0.003268
36,9315.49,1.68597,1.72929,1.47781,0.60445,0.50459,0.54362,0.27397,1.71641,1.55519,1.4565,0.00307,0.00307,0.00307
37,9575.73,1.66653,1.70312,1.4664,0.61248,0.50237,0.54631,0.27583,1.71555,1.54862,1.4565,0.002872,0.002872,0.002872
38,9835.72,1.67156,1.69767,1.4676,0.61958,0.49976,0.54723,0.27684,1.71462,1.54404,1.45511,0.002674,0.002674,0.002674
39,10095.8,1.66642,1.68295,1.46323,0.62001,0.50074,0.54935,0.27814,1.71273,1.54019,1.45258,0.002476,0.002476,0.002476
40,10356,1.65992,1.67005,1.4545,0.61887,0.50555,0.5509,0.27974,1.71108,1.53489,1.4506,0.002278,0.002278,0.002278
41,10615.7,1.67216,1.61072,1.48521,0.62067,0.50896,0.55337,0.2815,1.70763,1.52901,1.44881,0.00208,0.00208,0.00208
